content,그 중앙도서관 2~3층이 법학관이여?
comment,나도 홍대 세종캠한테 무시당해서 어이가 없더라 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋ,10/27 12:51
comment,ㅋㅋㅋㅋㅋㅋㅋ 글캠이 건대입구에서 노는게 ㄹㅇ 킬포네 너무 추해,10/27 12:51
comment,삭제된 댓글입니다.,
comment,시발ㅋㅎㅋㅋ,10/28 00:34
comment,식스센스급,10/27 15:55
content,상록원 맛난거 추천점....
comment,치즈불닭철판,10/27 12:46
comment,가격은 어느정도임?,10/27 12:47
comment,오천원!,10/27 12:47
comment,우왕 개혜자네!!,10/27 12:48
comment,삼겹김치철판 ㄹㅈㄷ,10/27 12:49
comment,국밥,10/27 13:04
content,"내 핸드폰 오래됐지만 다 괜찮았는데문자가 안 보내지네.... 인터넷도 잘되고 사진도 잘 찍히면서 문자가 안되면 어카니,,, 아이메시지 같은 거 다 설정 제대로 했는데도 안되는 거임"
comment,데이터켜도 메시지 안보내져?,10/27 13:33
comment,웅ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그냥 폰이 오래돼서 그런 것 같애...,10/27 13:34
comment,에구..,10/27 13:34
content,그래서 행총 ㅂㅁㅇ 시험은 보는 걸까 안 보는 걸까 ㅎ ㅏ
comment,과제대체 원합니다... 이거 기말에 몰아서 시험볼 자신 없음ㅜㅜ,10/27 13:12
comment,나도 제발 ㅠ ㅅ ㅠ,10/27 13:12
content,낼 오랜만에 학교 가야징~ 자취방도 올만에 가서 청소시켜줘야징~
comment,자취 어디서행,10/27 17:18
content,이번주 긱사간당~~~~~~
comment,난 담주에 간당〰️,10/26 23:08
comment,나는 집간다~,10/26 23:16
comment,긱사 많이들가넹,10/26 23:41
content,혹시 빕스 결과 나옴?
content,종강시켜줘. . . . .. . . . . . .
content,아 내 마이크가 계속 작게 들렸었네 이제 알아서 고쳤다 ㅜㅜ
comment,삭제된 댓글입니다.,
comment,구글에 윈도우10 마이크 음량 키우기로 검색해보니까 나와써,10/27 00:39
content,과 친구 없는사람 나야나
comment,나도 🙌🏻,10/27 00:34
comment,ㅠㅠㅠㅠㅠㅠ,10/27 00:35
comment,삭제된 댓글입니다.,
comment,나도,10/27 00:44
comment,나야나...,10/27 00:48
comment,나야나..,10/27 00:49
comment,삭제된 댓글입니다.,
comment,너도?,10/27 00:56
comment,무슨과야,10/27 15:39
comment,나도ㅠ,10/27 16:59
comment,나도,10/29 01:44
comment,쪽지할래?,10/29 10:01
content,학교 입학하고 팀플 말고는 학교사람 만나본 적이 없는데 괜찮은걸까 나..
comment,나도야!,10/27 01:06
comment,걱정안돼?ㅠ,10/27 01:13
comment,미투,10/27 01:11
comment,힝ㅠ,10/27 01:14
content,문예세 ㄱㅈㄱ 교수님이터널 선샤인으로 에세이 써도 되는건가..?
content,형총 ㄱㄷㅅ 교수님 중간대체과제 내주신다고 하셨었나요??아니면 그냥 기말만 시험 친다고 하셨었나요?.?
content,아 나도 친구... 걍 편한 친구 있었으면
comment,불안하고 이런 건 아닌데 걍 있었으면 좋겠다 싶음,10/27 01:47
comment,나더,10/27 02:07
comment,나도,10/27 02:33
comment,진짜 왜 진짜 친구 한명만 있어도 성공한 인생이라는지 이해가 감.. 친구들 중에 허물없이 다 털 수 있는 애는 아직 없다..ㅠ,10/27 09:33
content,나삶나비 ㅇㅇㅅ 교수님 중간과제 그냥 드림패스 포트폴리오 pdf로 저장해서 올리기만 하면 돼??
comment,네에 다 하셨어여??,10/31 17:56
content,ㅠㅠ 힘들고 외로워어어 이제 곧 새내기도 아니야 ㅠㅠ 스러프수르
content,너랑은 그냥 좋은 친구로 남고싶어그 이상의 감정이 생기지는 않아그러니까 선넘지 말아줘!
comment,그 사람은 그냥 널 편한 친구로 생각할 수도 있어,10/27 08:52
comment,Yellow c a r d 이 선 넘으면 침범이야 삡,10/27 09:11
comment,선넘네...(대충 둘리 짤),10/27 09:24
comment,이렇게 또 좋은 친구가 생겼다고 합니다.,10/27 14:01
content,지구환경공생 한광희 교수님 수업 듣는 학우분들 저 궁금한거 있는데 물어보면 답 해주시나요..
comment,저용 근데 대답 못할수도 잇어요,10/27 03:25
comment,저번학기에들었던 사람은요?,10/27 03:27
comment,저요~,10/27 08:35
content,"쟌아다마 교수님 S2반인데 궁금한 게 있어서요! 시험 문제 유형은 process인데 교수님께서 7,8주차에 설명해주신 예시는 예시 쓰는 걸 보니까 opinion에 가까운데 어디에 맞춰야 하는걸까요ㅜㅜ"
comment,Process니까 예시 적을 필요 없나요?,10/27 05:01
comment,저는 process로 썼습니다.!!.,10/27 06:45
comment,혹시 제목 써야하나요??,10/27 06:45
comment,저도 잘 모르겠어요ㅜㅜ 그래서 저는 그냥 전처럼 How to~~ 이거 제목에 그대로 적을려구요!!,10/27 06:59
comment,감사합니다!,10/27 07:25
comment,process로쓰세용!,10/27 13:54
comment,감사합니다ㅎ😊,10/27 17:43
comment,제출 혹시 오늘까지예요? 아니면 내일 수업 전까지예요?,10/27 19:13
comment,저는 화금 수업이에요ㅎㅎ 저는 오늘 오후12시까지였어요!!,10/27 19:18
comment,수업 시간까지 제출이었으니까 아마 내일 수럽 시간까지 제출 아니실까욯,10/27 19:19
content,밤 새는 사람 쪽지하장 나 남자양
comment,앙뇽,10/27 05:16
comment,안녕!,10/27 05:17
content,지나한 교수님 c나d 많이 주시나요ㅜㅜ? 시험을 망쳐서요...
comment,나도 개망했던데..,10/27 11:28
comment,반에서 30~40퍼는 무조건 c나 d라고 하셨는데 저의 미래일것 같아서 슬프네요....ㅜ,10/27 11:35
comment,반에서 3-40퍼는 무조건 c나 d라구요....?,10/27 11:35
comment,네ㅜㅜ 공지사항?에 나와있어요.... 상평인가봐요...ㅜㅜ,10/27 11:36
comment,망했네요ㅋㅌㅋㅋㅋㅋㅋㅋ 클났다 다들 eas니까 다맞거나 한두개 틀렸겠죠..?,10/27 11:38
comment,네ㅠㅠㅠㅠㅠㅠㅠ저는 한두개가 아니지만 다른사람들은 다맞거나 한두개일거 같아요,10/27 11:44
comment,제가 깔아드릴게요..,10/27 13:30
comment,ㅎㅎ제 점수 들으시면 놀라실걸요..?저희 사이좋게 같이 깔 거 같아요ㅜㅜ,10/27 16:06
comment,하 저도 망했는데 절대평가라고 메일드리실 생각은없나요..,10/27 19:47
comment,좀 무섭긴한데ㅜㅜ,10/28 03:01
content,ㄱㄱㅈ 기본권론 다들 출석 체크 되어있으신가요
comment,ㄴㄴ,10/27 12:41
content,지환공 요리할 때 꼭 캠켜야하나요..?
comment,삭제된 댓글입니다.,
comment,요리 안하더라도 캠 켜야하는건가요?,10/27 09:10
comment,헐...,10/27 09:11
comment,캠 켜야대요..?,10/27 11:36
content,개졸려어
content,방금 교수님 농담 수준 높아서 못 알아 들었다가 빵 터짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
comment,뭔뎅,10/27 10:12
content,방금 경사세 다들 몇 문제정도 적었오? 난 25개...
comment,삭제된 댓글입니다.,
comment,와 진짜 처음에 당황해서 5분동안 가만히 멍때려버렸네,10/26 18:41
comment,다 적었어!,10/26 18:55
content,컴사 스크래치 과제고양이 멍멍이 선물 크기랑 위치도 따로 나와있나요?
comment,ㄴㄴ,10/26 20:08
comment,혹시 파일 저장 어떻게 하셨어요??,10/26 20:59
comment,sb3요!,10/26 21:05
comment,저는 연결프로그램이 인터넷익스플로어로 되는데ㅜㅜ 맞는 건지 모르겠네요,10/26 21:06
comment,엥ㅠㅠ 저도 그거까진 잘모르겠네요ㅠㅠ,10/26 21:50
comment,앗 넵!! 답해주셔서 감사합니다,10/26 21:51
content,밥먹기 너무 귀찮고 힘들다......... 기초대사량만큼 챙겨먹기 귀찮아
content,학기글 ㅇㅇㄱ 교수님 다들 어떻게 공부하시나요..
comment,공부안해욤... 전날 하려구용...,10/26 19:04
comment,기본실력 맡기실 건가요..? 이거 진짜 답도 없네요..,10/26 19:05
comment,어디서 나올지 몰라서.... ㅠ 오픈북이니까 걍 보고 하려구요...,10/26 19:05
content,벤윌리스 교수님 수요일 까지 하라는과제가 뭔지 아시는분 있나요..?
comment,Eas2 s3반이요,10/26 19:10
comment,그 1단원 온라인과제 했었던 것처럼 3단원 과제하는겁니다! 그 iqonline인가 사이트에서요!,10/26 20:14
comment,아하 감사합니다~!!!!!^^😊😊,10/26 20:28
content,혹시 서평 표절 기준이 몇 퍼센트 인지 아는 사람 있어?
content,"시장경제와 위험사회 ㅇㅅㅎ 교수님 저희 피피티 어디까지 수업 진행했는지 알려주실분 계신가요 ,,? ㅠㅠ"
content,새내기들 어떻게 지내니.. 자취하는데 너무 심심해..
comment,나두 자취생인데 심심해 우리 칭구하쟈,10/26 19:33
comment,단과대 어디야??,10/26 19:34
comment,문과대!,10/26 19:34
comment,친구하자ㅎㅎ,10/26 19:37
comment,너도 문과대야??? 아님 어디??,10/26 19:39
comment,난 공대야,10/26 19:39
comment,대면수업잇어서 자취한거야?? 나도 기숙사 갈까해서 ㅜㅜ,10/26 19:42
comment,아니 그냥 자취방돈나가는거 아깝고 서울살아보고싶어서 올라왔어,10/26 19:43
comment,어때?? 만족해?? 뭐하면서 지냉 ㅎㅎ,10/26 19:47
comment,집에 틀어박혀있어.. 너무 심심해,10/26 19:47
comment,나도 공대인데 자취한담,10/26 19:44
comment,동지네ㅎㅎ,10/26 19:48
comment,"담주부터 그나마 대면실험,, 근데 막상 귀찮은..",10/26 19:45
comment,삭제된 댓글입니다.,
comment,외로워..,10/26 19:48
comment,자취 진짜 좋은데 외롭고 심심하고...,10/26 20:09
comment,나도 친구가 없어서 심심함 ㅋㅋ,10/26 21:19
comment,나랑 똑같은 이유로 서울 왔구나 ㅋㅋㅋㅋㅋㅋ 남들 다 별 거 아니라곤 해도 나름 죽어라 공부해서 붙은 대학 다니면서 서울생활 해보고 싶었는데 이게 뭔지.. 싶어서 오기로 자취 중 밥챙겨먹기 넘모 힘들자너~,10/27 01:25
content,남자꺼 예쁘고 질좋은 맨투맨이나 후드 추천좀 해주라!!
comment,나 얼마전에 팬필드꺼 샀는데 젛아,10/26 19:41
comment,오 민트색 예쁘다,10/26 19:53
content,아... 미적 곡률 진짜 모르겠다.... 어카지.... 나 문제 두 개만 도와줄 사람... 없니 응....
comment,교재 문제인가요??,10/26 20:02
comment,넹~ 미적분학 13강 곡률 문제요,10/26 20:22
comment,문제 번호 알려주세요 풀어볼게요,10/26 20:23
comment,"헉 감사합니다 챕터13 맨 뒤 515p에 있는 연습문제 23번, 24번 이에요",10/26 20:27
comment,응용이 아니여서 앞에 나와있는 정의대로 풀면 풀 수 있으실텐데..,10/26 20:28
comment,그릉가요... 앞에 안 읽은 건 아닌데 그럼 다시 한 번 꼼꼼히 읽고 해볼게요ㅠㅁㅠ 감사합니다,10/26 20:31
comment,아직못푸셨으면 오픈카톡링크주세요,10/26 20:42
comment,드디어 다 풀었어요 고맙습니다!! 덕분이에요!,10/26 21:28
comment,넵 열심히하세요!!,10/26 22:01
comment,네 감사합니다 좋은 하루 되세요!!,10/26 22:02
content,ㅊㅅㅇ 교수님 프밍 수업 들으시는 분 있나요?? 저번 수업 마지막에 해보라고 하신 거 어떻게 하는지 코드 알려주실 수 있나요😭ㅠ
comment,강의안에 나와있지않나요?,11/02 20:09
comment,날짜랑 시간을 보시면..그 강의안 나오기 전이에요..ㅎ 지금은 알아욯ㅎ,11/02 20:10
comment,앗 죄송해요...;;,11/02 20:12
comment,아니에요! 내일 시험 화이팅 하세용!!,11/02 20:13
comment,쓴이님두요!!,11/02 20:13
content,아 선배님들이랑 팀플하는데 진심 나 왜 이렇게 멍청한 것 같지 나름대로 열심히 의견 내고는 있는데 어디 나사빠진애가 의견 내는 것 같음;;;
comment,그 선배들도 다 그런 시절있었습니다. 많이 배우고 맡은일 열심히 하시면 됩니다.,10/26 21:00
comment,선배가 그러는거보단 낫자나,10/26 21:15
content,기보작 중간고사뭘 준비해야되는거냐 ㅋㅋㅋ
comment,ㅈㅇㅅ교수님?,10/26 22:10
comment,ㄴㄴ ㄱㄷㅇ교수님,10/26 22:11
comment,삭제된 댓글입니다.,
comment,뭘 공부해야 되는지도 모르겠어 ㅋㅋㅋㅋ,10/27 11:08
content,리더십 계속 이전으로 돌아가는데 이거 어떻게 해결하나요?
comment,그냥 시간만 채우면 돼요 50분,10/27 00:25
content,내일 지환공 수업 없지?
comment,오늘 요리대회??하신다 그러셨어ㅋㅋㅋ,10/27 02:03
comment,ㅎㄱㅎ 교수님이지?,10/27 02:03
comment,웅... 우리도 캠을 켜야하는거야??,10/27 02:04
comment,"요리할 수 있고 요리가능한 사람, 하고 싶은 사람 만 하면 된다셨엉",10/27 02:05
comment,난 그냥 교수님 만드시는거 구경하려구!!ㅋㅋ,10/27 02:05
comment,아하 그렇구나 진짜 고마워ㅠㅠㅎㅎㅎㅎ,10/27 02:05
content,패트릭 교수님 에세이 쓰는거 1문단은 교수님이 쓰신거 똑같이 써도 되는거야?
content,자기세 에세이 못 쓰겠다 진짜 눈물날거같애... 기획안부터 이러면 어떡하냐
comment,후엥ㅠㅠ,10/26 22:09
content,팀플 ㅈ같아서 못해먹겠네
comment,전공이니,10/26 22:01
comment,교양이다..,10/26 22:01
comment,ㅋㅋ ㅋㅋㅋ ㅋ 교양 팀플 답없으몀 진짜 개 잦같음 ㅋㅋㅋㅋ,10/26 22:03
comment,열심히 해보려고해도 왜 팀플이 답 없다는지 깨달았다ㅡㅡ,10/26 22:04
comment,전공 팀플은 괜찮나요?,10/26 22:09
comment,으악ㅋㅋㅋㅋㅋㅜ 나도 너무 스트레스 받아,10/26 23:45
comment,ㅇㅈㅇㅈㅇㅈㅇㅈㅇㅈ,10/27 00:05
content,난 팀플 없는 학과로 도망쳐왔는데 엉엉엉왜 공교는 날 따라오는거야ㅠㅠ
content,형총 ㄱㄷㅇ 교수님 자필레포트 쓸 때 각주도 달았니?ㅜㅜ
comment,그냥 참고문헌에만 넣을려구..,10/26 22:59
comment,고렇구나 고마워!,10/27 08:40
comment,삭제된 댓글입니다.,
comment,난 레포트 용지! 혹시 각주달때 책 이름 같은 거를 그 페이지 바로 밑에 쓴거야? 우리가 워드로 작업할때 각주 다는 거랑 똑같이?,10/27 08:42
content,프로그래밍 시험 어땟나요?
comment,프밍실습?,10/26 15:25
comment,네 ㅇㅅㅇ교수님 수업이용,10/26 15:25
comment,저는 망한거 같아요ㅠ!하긴 했는데 어디선가 오류가 떠서...,10/26 15:26
comment,근데 이거 오류떠서 출력 안되면 0점인가요? 코드 보시고 부분점수 주시겠죠..ㅠㅠ?,10/26 15:34
comment,오류떠서 출력 안되면 저도 0점인데....,10/26 15:35
comment,"ㅎㅎ 코드 수정 다해놓고 덜수정한거 보냇어요 아 ㅠㅠ 하,,",10/26 15:25
comment,ㅋㅋㅋㅋ저도요,10/26 17:10
comment,조짐ㅋㅋㅋㅋㅋㅋㅋㅋ,10/26 15:31
comment,개어룝네 ㄴㅋㅋㅋㅋㅋㅋㅋㅋ,10/26 15:31
comment,시험 시작할때 키보드소리때메 멘탈 나가고 오류뜬거 보고 멘탈 부서지고ㅠㅠ... 분위기가 컴활 시험 같아ㅠㅠ,10/26 15:32
comment,진짜 오류 뜰 때마다 멘탈 파사삭....,10/26 15:32
content,프밍 2번에 엄청 복잡한 식 그거 한번에 계산 못하는거죠..? 나눠서 계산해야 하는 거겠져...?ㅠ
comment,어유 그걸 푸셨어요?,10/26 15:36
comment,아이...풀었다기보단...그냥 이것저것 때려 적은거죠...ㅠ,10/26 17:35
comment,그거 한번에 되지않아요? 저는 'A뭐시기변수명'=체감온도계산식 이렇게하니까 나오던데...,10/26 15:41
comment,그거 출력값 나오셨어요??,10/26 15:43
comment,음수값이었나..? 그렇게 나온거 같아요 지금 보고싶은데 밖에나와서...,10/26 15:46
comment,저도 그렇게 해쒀요 근데 값은 확인안함 보면 머리 아파질거같아서 ㅋㅋ,10/26 15:47
comment,와...👍 대단하세요.😲 그걸 푸셨다니 >_<,10/26 15:48
comment,한번에 쓰려다가 뭔가 괄호를 안 치면 수식이 꼬일 것 같더라구요ㅠㅠ 근데 괄호를 쳐도 이상하게 나오는 것 같고 결론은 똥망...,10/26 17:36
content,교수님 제발 오케이 해주세요...어느세월에 정해ㅜㅠㅜ
content,지환공 진짜 내일 요리해?????다들 재료 준비 했니❓❓❓
comment,으엥....교수님 혼자 하는거 아님?,10/26 15:59
comment,아직 시험도 다 안끝났는데...ㅠㅠ,10/26 16:21
comment,헐 하는 거 아니였어??,10/26 23:15
content,eas1 제이미커크 교수님 PT 영상 보낼 때 메일 제목 상관 없나요?
comment,학번으로 알고있는데 그 제목 피피티인지 어디에 나와있음!,10/26 16:30
